source_name,headline,article_url,publication_date,discovery_source,collection_timestamp,audit_status,reason,qa_status,date_status
Al Wasat,وزارة التربية والتعليم تقترب من استكمال منصة المؤشرات التربوية,https://alwasat.ly/news/libya/521717,,https://alwasat.ly/section/libya,2026-06-17T06:49:09Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,محاولات للاستيلاء على أموال ليبية في فرنسا,https://www.eanlibya.com/%d9%85%d8%ad%d8%a7%d9%88%d9%84%d8%a7%d8%aa-%d9%84%d9%84%d8%a7%d8%b3%d8%aa%d9%8a%d9%84%d8%a7%d8%a1-%d8%b9%d9%84%d9%89-%d8%a3%d9%85%d9%88%d8%a7%d9%84-%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%81%d9%8a-%d9%81/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,النفط بين التفاؤل والحذر.. ماذا عن الذهب؟,https://www.eanlibya.com/%d8%a7%d9%84%d9%86%d9%81%d8%b7-%d8%a8%d9%8a%d9%86-%d8%a7%d9%84%d8%aa%d9%81%d8%a7%d8%a4%d9%84-%d9%88%d8%a7%d9%84%d8%ad%d8%b0%d8%b1-%d9%87%d8%b1%d9%85%d8%b2-%d9%8a%d9%85%d8%b3%d9%83-%d8%a8/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,المنفي: الأزمات الوبائية «العابرة للحدود» تتطلب استجابة جماعية فاعلة,https://www.eanlibya.com/%d8%a7%d9%84%d9%85%d9%86%d9%81%d9%8a-%d8%a7%d9%84%d8%a3%d8%b2%d9%85%d8%a7%d8%aa-%d8%a7%d9%84%d9%88%d8%a8%d8%a7%d8%a6%d9%8a%d8%a9-%d8%a7%d9%84%d8%b9%d8%a7%d8%a8%d8%b1%d8%a9-%d9%84%d9%84%d8%ad/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,ليبيا تستقبل «مومياء تخرخوري» بعد ترميمها,https://www.eanlibya.com/%d9%84%d9%8a%d8%a8%d9%8a%d8%a7-%d8%aa%d8%b3%d8%aa%d9%82%d8%a8%d9%84-%d9%85%d9%88%d9%85%d9%8a%d8%a7%d8%a1-%d8%aa%d8%ae%d8%b1%d8%ae%d9%88%d8%b1%d9%8a-%d8%a8%d8%b9%d8%af-%d8%aa%d8%b1%d9%85/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,«دار الإفتاء» الليبية تحدد أول أيام السنة الهجرية الجديدة,https://www.eanlibya.com/%d8%af%d8%a7%d8%b1-%d8%a7%d9%84%d8%a5%d9%81%d8%aa%d8%a7%d8%a1-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d8%aa%d8%ad%d8%af%d8%af-%d8%a3%d9%88%d9%84-%d8%a3%d9%8a%d8%a7%d9%85-%d8%a7%d9%84/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,بعد اختفاء ملياري يورو من حسابات ليبيا.. «علي محمود» يرفض المثول أمام القضاء,https://www.eanlibya.com/%d8%a8%d8%b9%d8%af-%d8%a7%d8%ae%d8%aa%d9%81%d8%a7%d8%a1-%d9%85%d9%84%d9%8a%d8%a7%d8%b1%d9%8a-%d9%8a%d9%88%d8%b1%d9%88-%d9%85%d9%86-%d8%ad%d8%b3%d8%a7%d8%a8%d8%a7%d8%aa-%d9%84%d9%8a%d8%a8%d9%8a%d8%a7/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,خلال عقد من الزمن.. المؤسسة الليبية للاستثمار تُخيب الآمال بتحقيق مكاسب ضئيلة,https://www.eanlibya.com/%d8%ae%d9%84%d8%a7%d9%84-%d8%b9%d9%82%d8%af-%d9%85%d9%86-%d8%a7%d9%84%d8%b2%d9%85%d9%86-%d8%a7%d9%84%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d8%a7%d9%84%d9%84%d9%8a%d8%a8%d9%8a%d8%a9-%d9%84%d9%84%d8%a7%d8%b3/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Ean Libya,مصادر تكشف عن قرب صدور قرار تغيير رئيس المؤسسة الليبية للاستثمار,https://www.eanlibya.com/%d9%85%d8%b5%d8%a7%d8%af%d8%b1-%d8%aa%d9%83%d8%b4%d9%81-%d8%b9%d9%86-%d9%82%d8%b1%d8%a8-%d8%b5%d8%af%d9%88%d8%b1-%d9%82%d8%b1%d8%a7%d8%b1-%d8%aa%d8%ba%d9%8a%d9%8a%d8%b1-%d8%b1%d8%a6%d9%8a%d8%b3-%d8%a7/,,https://www.eanlibya.com/,2026-06-17T06:50:02Z,not_in_final_report,missing_date,needs_review,missing_date
Libya 24,خبراء أوروبيون: لا يوجد تفسيرًا علميًا لحرائق الأصابعة وسنقدم تقريرًا مفصلًا للجهات المختصة الأيام المقبلة - ليبيا 24,https://libya24.tv/2025/04/14/2020/,2025-04-13,https://libya24.tv/category/news/,2026-06-17T06:51:13Z,not_in_final_report,date_conflict,needs_review,date_conflict
